Touched Date,Utm Medium,Utm Source,Utm Campaign,# Demo Occurred,# Sales Qualified Opportunity,# Closed Won Opportunity
2023-10-29,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,2.5,0,0
2023-10-29,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_cadpayroll-pmp-__all,2.5,2.5,0
2023-10-29,paid-social,facebook,nam-t1_consider_calculate_fb_image_all-reengage-__all,2.4,0,0
2023-10-29,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-29,sponsored-newsletter,hrci,ww_engage_download_hrci_sponnewsletter_hr-hrbundle-oct23_hr_all,0,0,0
2023-10-29,email-newsletter,inside.com,,0,0,0
2023-10-29,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,2.2,0,0
2023-10-29,email,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,0.9,0,0
2023-10-29,paid-search,google,apac-t1_acq_searchbrand_google_search_exact--__all,2.2,1.2,0
2023-10-29,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,2.7,0,0
2023-10-29,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-29,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-29,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-10-29,display,google,emea-t1a_consider_download_google_dis_general-reengage-discovery__all,0,0,0
2023-10-29,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-29,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-10-29,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-10-29,paid-social,linkedin,nam-t1_acq_rtg_li_conversation_general-rtgall-__upmment,2.4,0,0
2023-10-29,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrms-pmp-hrmgmt_hr_all,5.4,0,0
2023-10-29,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-29,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-10-29,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,2.1,2,0
2023-10-29,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,3.1,0,0
2023-10-29,sponsored-newsletter,paved,nam-t1_engage_download_paved_sponnewsletter_topic-nativenewsads-paved__all,0,0,0
2023-10-29,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_hrsoftware--__all,0,0,0
2023-10-29,paid-social,linkedin,emea-t1b_acq_prosp_li_image_all-sfdc-lgf__smbmm,0,0,0
2023-10-29,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-29,display,google,latam-t1-br_consider_download_google_dis_generalreengage-pt-discovery__all,0,0,0
2023-10-29,pdf,gated_assets,ww_consider_download_gated_guide_--everythingeoraguidetoemployerofrecord_gheor_all,0,0,0
2023-10-29,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-gpq4c__all,0,0,0
2023-10-29,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-10-29,referral,deel.com,,2.6,3.2,0
2023-10-29,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,0,0,0
2023-10-29,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-10-29,paid-social,linkedin,nam-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-10-29,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,1.6,1,0
2023-10-29,paid-social,facebook,emea-t1_acq_rtg_fb_image_general-rtgall-__all,3.1,2.1,0
2023-10-29,paid-search,google,nam-t2_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-29,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,2,2,0
2023-10-29,paid-search,google,nam-t1_acq_searchnonbranded_google_search_competitors--__all,0,0,0
2023-10-29,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,2.8,0,0
2023-10-28,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-28,display,google,nam-t1_acq_rtg_google_dis_general-rtgall-__all,1.3,0.9,0
2023-10-28,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-10-28,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,3.2,0,0
2023-10-28,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_hris--_hr_all,2.4,0,0
2023-10-28,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_eor--_gheor_all,0,0,0
2023-10-28,paid-social,linkedin,apac-t1_engage_download_li_image_core-ttl-lgf__smbmm,0,0,0
2023-10-28,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_hrsoftware--__all,0,0,0
2023-10-28,paid-social,facebook,ww_fb_download_a/b-test,2.5,0,0
2023-10-28,paid-social,facebook,ww_consider_download_fb_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-10-28,paid-social,linkedin,emea-t1b_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-10-28,sponsored-newsletter,hrdive,ww_engage_download_hrdive_sponnewsletter_lc-intlhiringguide-oct23_gh_all,0,0,0
2023-10-28,paid-social,facebook,emea-t1a_aware_traffic_fb_image_decisionmakers-int-__all,0,0,0
2023-10-28,paid-search,google,africa-t2_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-28,paid-social,facebook,latam-t1-mx_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-28,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-10-28,paid-social,linkedin,ww_aware_traffic_li_comprofile_-profilebutton-__all,1.7,1.6,0
2023-10-28,paid-search,google,apac-t2_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-28,email,hs_email,FY23_Q4_EMEA_NORDICS_WEBINAR_UNLOCKGLOBALTALENT_NORDICS EDITION_SEKANDO & DEEL,0,0,0
2023-10-28,paid-search,google,nam-t2_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-28,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-28,paid-social,linkedin,emea-t2_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-10-28,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_compliance--_lc_all,2.7,0,0
2023-10-28,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,2.8,4.6,0
2023-10-28,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,2.9,3.1,0
2023-10-28,sponsored-newsletter,hrci,ww_engage_download_hrci_sponnewsletter_hr-hrbundle-oct23_hr_all,0,0,0
2023-10-28,paid-social,linkedin,emea-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-10-28,display,google,emea-t3_consider_download_google_dis_general-reengage-discovery__all,0,0,0
2023-10-28,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_competitors--__all,2.1,0,0
2023-10-28,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,2.8,0,0
2023-10-28,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-28,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_compliance--_lc_all,2.5,0,0
2023-10-28,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-10-28,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,2.1,0,0
2023-10-28,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,2.2,3.3,0
2023-10-28,paid-search,google,latam-t3_acq_searchnonbranded_google_search_all-es-__all,2.8,0,0
2023-10-28,referral,deel.com,,0.6,0.6,0
2023-10-28,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-28,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,2.5,0,0
2023-10-28,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_general--_all_all,0,0,0
2023-10-28,paid-search,google,africa-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-28,paid-social,linkedin,nam-t1_acq_rtg_li_image_hr-rtgall-lgf__all,2.9,2,0
2023-10-28,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-10-28,referral,deelsolutions.com,17745287031,2,0,0
2023-10-28,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-10-28,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,3,2.2,2.1
2023-10-28,paid-social,linkedin,emea-t2_engage_download_li_image_payroll-grp-lgf_gp_upmment,0,0,0
2023-10-28,paid-social,linkedin,emea-t1b_consider_download_li_image_gheor-reengage-lgf__all,0,0,0
2023-10-28,email,hs_automation,EMEA_No Demo booked Follow up Email 1,1.4,1.2,0
2023-10-28,social,linkedin,,0,0,0
2023-10-28,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,0,0,0
2023-10-27,paid-social,linkedin,emea-t1a_consider_download_li_image_lc-reengage-lgf__all,0,0,0
2023-10-27,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,0,0,0
2023-10-27,paid-search,google,nam-t1_acq_searchnonbranded_google_search_competitors--__all,1.8,0,0
2023-10-27,paid-search,google,nam-t1_acq_searchnonbranded_google_search_general--_all_all,2,1.9,0
2023-10-27,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-10-27,paid-social,facebook,emea-t3_aware_traffic_fb_image_lal1--__all,2.8,0,0
2023-10-27,sponsored-newsletter,hr-brew,ww_engage_download_hrbrew_sponnewsletter_gen-bizcaseglobalhiring-oct23_gh_all,1.3,0,0
2023-10-27,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_eor--_gheor_all,2.8,3,0
2023-10-27,paid-search,google,emea-t2_acq_searchnonbranded_google_search_contractors--_ghic_all,1.8,2.1,0
2023-10-27,paid-listicle,mvf-global,emea-t1a-gb_acq_prosp_mvf_paidlist_hrsoftware-listicle-mvf_all_all,3,0,0
2023-10-27,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_globalworkforcesymposium-boston-10172023_all_all,5.6,0,0
2023-10-27,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-27,email,hs_email,FY23_Q4_EMEA_NORDICS_WEBINAR_UNLOCKGLOBALTALENT_NORDICS EDITION_SEKANDO & DEEL,1.3,0,0
2023-10-27,paid-social,facebook,latam-t1-br_consider_download_fb_image_general-reengage-pt__all,0,0,0
2023-10-27,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,0,0,0
2023-10-27,paid-search,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,1.7,0,0
2023-10-27,paid-social,linkedin,apac-t1_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-10-27,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,1.2,0,0
2023-10-27,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,2.2,0,0
2023-10-27,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_payroll--_gp_all,2.4,1.8,0
2023-10-27,paid-search,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,2.7,0,0
2023-10-27,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,2.4,1.8,0
2023-10-27,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-10-27,paid-social,linkedin,ww_consider_download_li_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-10-27,paid-search,google,apac-t2_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-27,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,3.5,4.2,0
2023-10-27,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,3.6,0,0
2023-10-27,paid-social,facebook,apac_engage-consideration_download,0,0,0
2023-10-27,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,1.6,0,0
2023-10-27,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-27,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-10-27,newsletter,tech.therundown.ai,,0,0,0
2023-10-27,paid-search,google,latam-t1-br_acq_searchbrand_google_search_all-pt-__all,2.7,0,0
2023-10-27,event,event,latam-t1-mx_engage_nurture_hsauto_eventinv_all--deelpadelseries__all,0,3.2,0
2023-10-27,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,8.2,7.8,0
2023-10-27,sponsored-newsletter,hrci,ww_engage_download_hrci_sponnewsletter_hr-hrbundle-oct23_hr_all,2.6,2,0
2023-10-27,newsletter,cashnut,,0,0,0
2023-10-27,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,3.1,2,0
2023-10-27,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,12.9,13.1,0
2023-10-27,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_peo--_ghpeo_all,1.5,0,0
2023-10-27,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,2.1,2.9,0
2023-10-27,paid-social,linkedin,emea-t1a_engage_download_li_image_hr-grp-lgf__upmment,0,0,0
2023-10-27,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_cadpayroll-pmp-__all,3.3,0,0
2023-10-27,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-27,sponsored-newsletter,paved,nam-t1_engage_download_paved_sponnewsletter_FNC-nativenewsads-paved__all,0,0,0
2023-10-27,paid-search,google,africa-t2_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-27,paid-search,google,latam-t1-br_acq_searchnonbranded_google_search_competitors--__all,0,0,0
2023-10-27,email,hs_automation,ww_consider_download_gated_guide_--bundlehr_hr_all,0,0,0
2023-10-27,paid-social,linkedin,emea-t2_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-10-27,648993969981,127428859612,,0,0,0
2023-10-27,paid-search,google,nam-t2_acq_searchnonbranded_google_search_payroll--_gp_all,2.5,0,0
2023-10-27,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,0,0,0
2023-10-27,paid-social,linkedin,emea-t2_acq_rtg_li_conversation_general-rtgall-__upmment,3,3.3,0
2023-10-27,referral,deel.com,,1.9,1.9,0
2023-10-27,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,7.9,1.8,0
2023-10-27,company_profile,trustradius,,1.9,0,0
2023-10-27,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,0.9,1.3,0
2023-10-27,referral,stripeatlas,,1.4,1,0
2023-10-27,paid-search,google,emea-t1b-es_acq_searchnonbranded_google_search_international-es-__all,2.6,2.2,0
2023-10-27,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,5.1,4.1,0
2023-10-27,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-ca_aware_event_tshowsponsorship_tshowspon_collision2023-toronto-06262023_all_all,0.9,0,0
2023-10-27,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-10-27,cpc,facebook,,0,0,0
2023-10-27,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_contractors--_ghic_all,2.1,2.3,0
2023-10-27,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,6.4,3,0
2023-10-27,display,google,latam-t1-br_consider_download_google_dis_generalreengage-pt-discovery__all,0,0,0
2023-10-27,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-10-27,social,linkedin,,0,0,0
2023-10-27,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-27,paid-search,bing,emea-t2_acq_searchnonbranded_bing_search_payroll--_gp_all,2.7,0,0
2023-10-27,paid-search,google,emea-t3_acq_searchnonbranded_google_search_hris--_hr_all,1.9,0,0
2023-10-27,paid-search,google,latam-t3_acq_searchnonbranded_google_search_all-es-__all,6.7,2.3,0
2023-10-27,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,4.2,0,0
2023-10-27,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-27,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,0,0,0
2023-10-27,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-10-27,email,hs_automation,EMEA_No Demo booked Follow up Email 1,0,0,0
2023-10-27,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_eor--_gheor_all,2.8,0.6,0
2023-10-27,paid-search,google,africa-t1_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-26,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-10-26,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,0,3.1,0
2023-10-26,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_countryhire--_gh_all,1.4,0,0
2023-10-26,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,2.3,0,0
2023-10-26,paid-search,hs_automation,GLOBAL_No Demo booked Follow up Email 1,1.6,1.4,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,2.3,1.9,0
2023-10-26,paid-search,google,emea-t3_acq_searchnonbranded_google_search_payroll--_gp_all,2.7,0,0
2023-10-26,email,hs_email,FY23_Q4_EMEA_NORDICS_WEBINAR_UNLOCKGLOBALTALENT_NORDICS EDITION_SEKANDO & DEEL,0,0,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_hris--_hr_all,3.6,2.9,0
2023-10-26,paid-social,facebook,emea-t2_aware_traffic_fb_image_all-cb-__smbmm,0,0,0
2023-10-26,paid-search,google,latam-t2_acq_searchnonbranded_google_search_payroll-es-_gp_all,1.9,0,0
2023-10-26,paid-search,google,apac-t1-hk_acq_searchbrand_google_search_broad--__all,1.5,1.7,0
2023-10-26,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-gpq4a__all,0,0,0
2023-10-26,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_contractors--_ghic_all,1.1,0,0
2023-10-26,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-26,email,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,0,0,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,1.2,1.5,0
2023-10-26,direct-referral,hosted-deel-event,,2.2,2.1,0
2023-10-26,self-signup,self-signup,ww_acq_prosp_selfsign__defaultcamp--__all,1,0,0
2023-10-26,referral,deel.com,20382171548,1,1.6,0
2023-10-26,social,linkedin,,3.3,0,0
2023-10-26,paid-video,youtube,emea-t2_aware_vidview_ytube_video_general-all-__all,2,0,0
2023-10-26,paid-search,google,apac-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,2.2,0,0
2023-10-26,email,hs_automation,GLOBAL_No Demo booked Follow up Email 1,2.5,2.8,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,9.2,7.6,0
2023-10-26,paid-search,google,apac-t1_acq_searchbrand_google_search_broad--__all,0,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,0,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,9.9,10.2,0
2023-10-26,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-10-26,email,hs_email,NAM-T1_Aware_Prboost_Li_Video_Core-All-All__smb,0,0,0
2023-10-26,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_hostedevent_postevent_brunchwithbrex-newyorkcity-101923_all_all,1.6,1.9,6
2023-10-26,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_competitors--__all,2.6,5.1,0
2023-10-26,paid-search,google,africa-t2_acq_searchnonbranded_google_search_general--_all_all,2.2,0,0
2023-10-26,paid-social,linkedin,emea-t1a_aware_traffic_li_image_core-all-__smbmm,1.9,2.5,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,9.3,11.1,0
2023-10-26,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-10-26,sponsored-newsletter,paved,nam-t1_engage_download_paved_sponnewsletter_FNC-nativenewsads-paved__all,1.8,0,0
2023-10-26,deel-hosted-event,deel-hosted-event,,0,1.5,0
2023-10-26,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,0,0,0
2023-10-26,paid-social,linkedin,ww_acq_rtg_li_image_payroll-abm-lgf__upmment,0,0,0
2023-10-26,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,3,1.8,0
2023-10-26,paid-search,google,apac-t1-sg_acq_searchbrand_google_search_exact--__all,2.8,0,0
2023-10-26,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,2.8,0,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_general--_all_all,2.2,0,0
2023-10-26,event,event,nam-t1-us_aware_event_hostedevent_postevent_brunchwithbrex-newyorkcity-101923_all_all,0,0.8,0
2023-10-26,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_payroll-capterra-_gp_all,0,0,0
2023-10-26,hosted-deel-event,hosted-deel-event,nam-t1-us_aware_event_hostedevent_postevent_brunchwithbrex-newyorkcity-101923_all_all,4.2,0,3.6
2023-10-26,paid-search,google,africa-t1_acq_searchnonbranded_google_search_payroll--_gp_all,3.3,0,0
2023-10-26,paid-social,facebook,apac-t1-au_acq_prosp_fb_image_all-cb-__all,2.3,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_eor--_gheor_all,0,0,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,0,0,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_orgchart-pmp-compstructures_hr_all,2.2,0,0
2023-10-26,paid-social,linkedin,nam-t1_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-10-26,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-10-26,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_payrollbenefits--__all,0,0,0
2023-10-26,event,event,latam-t1-mx_engage_nurture_hsauto_eventinv_all--deelpadelseries__all,0,0,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-10-26,paid-social,linkedin,emea-t1b_acq_prosp_li_image_core-ttl-lgf__smbmm,0,0,0
2023-10-26,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-10-26,paid-social,facebook,emea-t2_consider_calculate_fb_image_all-reengage-__all,0,0,0
2023-10-26,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-10-26,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-10-26,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1--__smbmm,7.5,0,0
2023-10-26,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,1.3,0.9,0
2023-10-26,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-10-26,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-10-26,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,7.2,5,0
2023-10-26,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,5.5,6.7,0
2023-10-26,paid-search,google,nam-t1_acq_searchnonbranded_google_search_competitors--__all,0,0,0
2023-10-26,paid-social,linkedin,apac-t1_engage_download_li_image_core-ttl-lgf__smbmm,0,0,0
2023-10-26,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,5.6,0,0
2023-10-26,paid-search,google,latam-t2_acq_searchnonbranded_google_search_competitors-es-__all,2.1,2.9,0
2023-10-26,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_eor--_gheor_all,2.5,2.9,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hris-pmp-employeedata_hr_all,2.3,0,0
2023-10-26,referral,deel.com,,1.9,0,0
2023-10-26,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freepayroll-pmp-tightbudgets__all,0,0,0
2023-10-26,paid-search,google,apac-t2_acq_searchnonbranded_google_search_payroll--_gp_all,1.9,3.3,0
2023-10-26,paid-search,bing,emea-t1a_acq_searchbrand_bing_search_broad--__all,0,0,0
2023-10-26,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,2,0,0
2023-10-25,facebook,paid-social,,0,0,0
2023-10-25,paid-search,google,emea-t3_acq_searchnonbranded_google_search_countryhire--_gh_all,2,0,0
2023-10-25,paid-search,google,nam-t2_acq_searchnonbranded_google_search_payroll--_gp_all,2,2,0
2023-10-25,paid-search,hv,13050945823,0,1.6,1.4
2023-10-25,paid-search,google,apac-t2_acq_searchnonbranded_google_search_general-exact-_all_all,0,0,0
2023-10-25,paid-social,facebook,latam-t1-br_consider_download_fb_image_general-reengage-pt__all,0,0,0
2023-10-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,7.4,4.4,0
2023-10-25,paid-search,google,nam-t2_acq_searchnonbranded_google_search_hris--_hr_all,0.9,0.7,0
2023-10-25,paid-search,google,emea-t1a-nl_acq_searchbrand_google_search_all-nl-__all,2.9,2.8,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_hostedevent_postevent_nytwrooftoppartytechstars-newyorkcity-101823_all_all,10.2,14.8,7.3
2023-10-25,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,0,0,0
2023-10-25,event,event,nam-t1-us_aware_event_hostedevent_postevent_brunchwithbrex-newyorkcity-101923_all_all,0,0.6,0
2023-10-25,email,hs_email,,3.3,0,0
2023-10-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalpayroll-pmp-services_gp_all,3.7,2.9,0
2023-10-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_hostedevent_postevent_theopeningact-sanfransisco-09182023_all_all,0,0,0
2023-10-25,cpc,peoplemanagingpeople,,1.2,0,0
