Touched Date,Utm Medium,Utm Source,Utm Campaign,# Demo Occurred,# Sales Qualified Opportunity,# Closed Won Opportunity
2023-09-25,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-09-25,paid-search,google,emea-t3_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.2,0,0
2023-09-25,paid-social,linkedin,apac-t1_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-25,social,linkedin,,0,0,0
2023-09-25,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,6.8,5.4,2.5
2023-09-25,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-oohq3g__all,1.7,0,0
2023-09-25,tradeshow-sponsorship,tradeshow-sponsorship,nam-t1-us_aware_event_tshowsponsorship_tshowspon_globalworkforcesymposium-boston-10172023_all_all,1,1.4,1.4
2023-09-25,email,sendgrid.com,ww_aware_oneoff_sendg__ww--en_ghpeo_lowmm,0,0,0
2023-09-25,paid-search,google,latam-t1-br_acq_searchbrand_google_search_all-pt-__all,0,0,0
2023-09-25,paid-social,linkedin,emea-t1a_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-25,referral,deel.com,,0.6,0,0
2023-09-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_compliancesoftware-pmp-hrdepts_lc_all,1,0.9,0
2023-09-25,paid-search,google,emea-t2_acq_searchnonbranded_google_search_eor--_gheor_all,1.3,3.1,0
2023-09-25,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-25,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-09-25,paid-social,linkedin,emea-t1a_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-09-25,paid-listicle,recruiterslineup,ww_acq_prosp_reclineup_paidlist_all-best10eor-list_gheor_all,1.8,3.2,0
2023-09-25,paid-social,linkedin,apac-t1_engage_download_li_image_core-ttl-lgf__smbmm,0,0,0
2023-09-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,1.1,1.6,0
2023-09-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_CountryHire--_gh_all,2,2.6,0
2023-09-25,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-09-25,pdf,gated_asset,ghg_canada,1.2,0.9,0
2023-09-25,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-25,email+sequence,outreach,,1.4,1.5,0
2023-09-25,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-25,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,1.1,1.5,0
2023-09-25,paid-social,linkedin,nam-t1_acq_rtg_li_conversation_general-rtgall-__smbmm,1.8,0,0
2023-09-25,paid-social,linkedin,ww_consider_download_li_extleadform_GlobalMobilityStrat--_gmobil_all,0,0,0
2023-09-25,in-app,in-app,ww_aware_prosp_inapp__ww--en_ghpeo_all,0.8,0,0
2023-09-25,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-09-25,paid-social,facebook,latam-t1-mx_acq_prosp_fb_image_lal1--es__all,0,0,0
2023-09-25,paid-search,google,nam-t1_acq_searchbrand_google_search_Broad--__all,0,0,0
2023-09-25,paid-listicle,shortlister,ww_acq_prosp_shortlister_paidlist_payrollsoftware--_gp_all,3.3,0,0
2023-09-25,hosted-deel-event,hosted-deel-event,emea-t1a-nl_aware_event_hostedevent__matchr-amsterdam-13sep23_all_upmment,2.4,0,0
2023-09-25,paid-social,linkedin,nam-t1_consider_download_li_image_lc-reengage-lgf__all,0,0,0
2023-09-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-payroll__all,3,0,0
2023-09-25,paid-search,google,apac-t1-sg_acq_searchbrand_google_search_exact--__all,3.1,0,0
2023-09-25,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,2.7,2.6,0
2023-09-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_EOR--_gheor_all,1.5,1.6,0
2023-09-25,cpc,peoplemanagingpeople,,0,0,0
2023-09-25,paid-search,google,africa-t1_acq_searchnonbranded_google_search_hris--_hr_all,6.3,0,0
2023-09-25,paid-social,linkedin,emea-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-09-25,paid-search,google,emea-t1a-gb_acq_searchbrand_google_search_broad--__all,0.8,0,0
2023-09-25,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-09-25,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,2.5,0,0
2023-09-25,paid-search,google,nam-t2_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-09-25,paid-social,linkedin,ww_consider_download_li_extleadform_ScaleGlobalHR--_hr_all,0,0,0
2023-09-25,paid-search,google,africa-t1_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-09-25,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,6.2,5.6,0
2023-09-25,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-09-25,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-24,paid-search,google,nam-t2_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-24,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-09-24,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-09-24,cpc,google,,1.6,0,0
2023-09-24,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_hris--_hr_all,0,0,0
2023-09-24,email,sendgrid.com,website,0,0,0
2023-09-24,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,0.9,1.3,0
2023-09-24,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,1.7,3.8,2
2023-09-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,1.5,1.1,0
2023-09-24,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1-abtest-oohq3a__all,1.9,0,0
2023-09-24,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-24,paid-search,google,apac-t1_acq_searchbrand_google_search_exact--__all,6.1,0,0
2023-09-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,1.5,0.9,0
2023-09-24,paid-search,bing,nam-t1_acq_searchbrand_bing_search_broad--__all,2.2,0,0
2023-09-24,paid-search,google,africa-t2_acq_searchnonbranded_google_search_general--_all_all,1.2,0,0
2023-09-24,paid-social,linkedin,ww_consider_download_li_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-09-24,paid-social,facebook,emea-t2_acq_prosp_fb_image_all-cb-__smbmm,2.4,0,0
2023-09-24,paid-social,linkedin,ww_engage_download_li_image_mobility-abm-lgf_gmobil_upmment,0,0,0
2023-09-24,display,google,nam-t1_consider_traffic_google_dis_general-reengage-discovery__all,1.4,1.1,0
2023-09-24,paid-search,google,apac-t2_acq_searchbrand_google_search_broad--__all,0,0,0
2023-09-24,paid-social,linkedin,emea-t1a_acq_prosp_li_image_core-ttl-lgf__smbmm,0,0,0
2023-09-24,paid-social,facebook,nam-t1_acq_rtg_fb_image_general-rtgall-__smbmm,2.4,0,0
2023-09-24,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-09-24,paid-search,bing,nam-t1_acq_searchnonbranded_google_search_General--_all_all,0,0,0
2023-09-24,paid-social,facebook,ww_consider_download_fb_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-09-24,paid-social,linkedin,emea-t1a_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-24,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_general--_all_all,0,0,0
2023-09-24,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1--__smbmm,2.3,0,0
2023-09-24,paid-social,linkedin,emea-t1a_consider_download_li_image_lc-reengage-lgf__all,0,0,0
2023-09-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,2,0,0
2023-09-24,paid-social,facebook,apac_engage-consideration_download,0,0,0
2023-09-24,paid-search,google,apac-t1_acq_searchbrand_google_search_Exact--__all,0.9,0,0
2023-09-24,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_hr-capterra-__all,3.2,0,0
2023-09-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_cadpayroll-pmp-__all,2,0,0
2023-09-24,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_compensationmgmt-capterra-__all,0,0,0
2023-09-24,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,4.3,1.6,0
2023-09-24,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-09-24,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_talentmgmt-pmp-__all,3.3,0,0
2023-09-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-24,paid-social,linkedin,apac-t1_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-24,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,2.7,0.9,0
2023-09-24,paid-social,linkedin,apac-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-09-24,paid-social,facebook,latam-t1-mx_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-09-24,paid-search,google,africa-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-09-24,paid-social,linkedin,emea-t1a_engage_download_li_image_mobility-grp-lgf_gmobil_upmment,0,0,0
2023-09-23,sponsored-newsletter,hrdive,ww_engage_download_hrdive_sponnewsletter_gen-intlhiringguide-sept23_gh_all,0,0,0
2023-09-23,pdf,gated_assets,latam-t2_acq_nurture_gated__csuites--guiaparafoundersconstruiryescalarunaempresaglobalyremota_gh_lowsmb,0,0,0
2023-09-23,paid-social,linkedin,emea-t1a_engage_download_li_image_hr-grp-lgf__upmment,0,0,0
2023-09-23,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_hr-capterra-__all,1.6,1.2,0
2023-09-23,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1--__smbmm,1.8,0,0
2023-09-23,paid-search,google,africa-t2_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-09-23,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-09-23,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-09-23,referral,deel.com,,1,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_Payroll--_gp_all,1.4,1.4,0
2023-09-23,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_general--_all_all,0,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-23,paid-social,linkedin,emea-t2_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-09-23,paid-social,linkedin,emea-t1b_engage_download_li_image_core-ttl-lgf__upmment,0,0,0
2023-09-23,paid-social,linkedin,nam-t1_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-23,in-app,in-app,ww_aware_webinar_inapp__all-peocarousel-webinar_ghpeo_all,2.9,0,0
2023-09-23,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,6.5,0,0
2023-09-23,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,2.3,2.9,0
2023-09-23,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrms-pmp-hrmgmt_hr_all,2.4,0,0
2023-09-23,paid-search,bing,nam-t1_acq_searchbrand_bing_search_broad--__all,0,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-09-23,paid-social,linkedin,emea-t2_consider_download_li_image_hr-reengage-lgf__all,0,0,0
2023-09-23,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,0.7,0,0
2023-09-23,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,3.2,2.5,0
2023-09-23,paid-social,linkedin,emea-t1a_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-23,paid-social,linkedin,nam-t1_engage_download_li_image_payroll-grp-lgf_gp_upmment,0,0,0
2023-09-23,paid-social,linkedin,ww_consider_download_li_extleadform_HiringICs--_ghic_all,0,0,0
2023-09-23,paid-search,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalpayroll-pmp-services_gp_all,1.2,1.7,0
2023-09-23,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-22,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,1.7,1.7,0
2023-09-22,paid-search,google,apac-t1-sg_acq_searchbrand_google_search_exact--__all,0,0,0
2023-09-22,paid-search,bing,apac-t1-sg_acq_searchbrand_bing_search_exact--__all,1.5,1.1,0
2023-09-22,email,hs_automation,GLOBAL_No Demo booked Follow up Email 1,1.5,1.6,0
2023-09-22,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-09-22,Webinar,webinar,,0,0,0
2023-09-22,paid-search,google,africa-t1_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-09-22,paid-social,facebook,nam-t1_acq_prosp_fb_image_all-cb-__smbmm,0,0,0
2023-09-22,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freepayroll-pmp-tightbudgets__all,2.7,3.3,0
2023-09-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,1.2,1.1,0
2023-09-22,paid-search,google,latam-t1-br_acq_searchnonbranded_google_search_all-pt-__all,1.5,1.5,0
2023-09-22,display,google,emea-t1a_consider_traffic_google_dis_general-reengage-discovery__all,0.9,1.5,0
2023-09-22,referral,deel.com,,0.6,0,0
2023-09-22,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-09-22,sponsored-newsletter,hr-brew,WW_Engage_Download_HRBrew_SponNewsletter_gen-intlhiringguide-Sept23_GH_all,0,0,0
2023-09-22,paid-search,bing,nam-t1_acq_searchbrand_google_search_Broad--__all,0,0,0
2023-09-22,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_hr-capterra-__all,2.6,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,3.3,0,0
2023-09-22,social,linkedin,,0,0,0
2023-09-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_General--_all_all,0,0,0
2023-09-22,paid-social,linkedin,nam-t1_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-22,paid-content-syndication,demand-works,ww_engage_download_demandworks_consynd_gen-bizcaseglobhire-sep23_gh_all,0,0,0
2023-09-22,email,hs_automation,ww_engage_nurture_hsemail_nurture_prospect--nurtureglobalhiringemail1mment_gh_mment,0,0,0
2023-09-22,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,4.5,3.2,0
2023-09-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,4.3,0,0
2023-09-22,paid-search,google,apac-t1_acq_searchnonbranded_google_search_compliance--_lc_all,1.5,0,0
2023-09-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-09-22,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,2.7,3.1,0
2023-09-22,paid-social,linkedin,emea-t2_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-09-22,paid-search,google,apac-t2_acq_searchbrand_google_search_Exact--__all,0,0,0
2023-09-22,paid-search,google,latam-t1-mx_acq_searchbrand_google_search_all-es-__all,1.9,0,0
2023-09-22,paid-search,bing,nam-t1_acq_searchbrand_bing_search_broad--__all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,2.1,0,0
2023-09-22,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,3.1,0,0
2023-09-22,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_hris--_hr_all,0,0,0
2023-09-22,paid-content-syndication,demand-works,ww_engage_download_demandworks_consynd_gen-intlhiringguide-sep23_gh_all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,12.4,14.9,4.3
2023-09-22,paid-lead-buy,selecthub,ww_acq_prosp_selecthub_leadbuy_all--sep23__all,2.4,0,0
2023-09-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_competitors--__all,2.2,2.1,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_cadpayroll-pmp-__all,3.1,0,0
2023-09-22,paid-search,google,apac-t1_acq_searchbrand_google_search_exact--__all,1.6,0,0
2023-09-22,cpc,google,,0,0,0
2023-09-22,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,4.7,4.7,2
2023-09-22,paid-social,linkedin,emea-t1a_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-22,sponsored-newsletter,slidebean,ww_engage_download_slidebean_sponnewsletter_gen-founderguide-sep23_gh_all,0,0,0
2023-09-22,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,1.4,1.2,1.3
2023-09-22,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,6.9,6.8,0
2023-09-22,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,2.9,2.3,2.6
2023-09-22,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,3.8,0,0
2023-09-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-09-22,pdf,gated_assets,latam-t2_acq_nurture_gated__csuites--guiaparafoundersconstruiryescalarunaempresaglobalyremota_gh_lowsmb,0,0,0
2023-09-22,paid-social,linkedin,nam-t1_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-09-22,display,google,latam-t1-br_acq_rtg_google_dis_generalrtgall-pt-__all,3.3,0,0
2023-09-22,paid-search,google,apac-t2_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-09-22,email,sendgrid.com,website,0,0,0
2023-09-22,sponsored-newsletter,hrdive,ww_engage_download_hrdive_sponnewsletter_gen-intlhiringguide-sept23_gh_all,0,0,0
2023-09-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,1.2,0,0
2023-09-22,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-09-22,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-22,paid-social,facebook,apac_engage-consideration_download,0,0,0
2023-09-22,paid-search,google,apac-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,1,0,0
2023-09-22,paid-search,google,latam-t2_acq_searchnonbranded_google_search_all--__all,0,0,0
2023-09-22,display,google,latam-t1-mx_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-09-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalpayroll-pmp-services_gp_all,4.1,2.4,0
2023-09-22,hosted-deel-event,hosted-deel-event,emea-t1a-gb_consider_event_hostedevent__--2023dinewithdeelleader'sluncheon_gh_all,1.6,1.6,0
2023-09-22,social,twitter,,0,0,0
2023-09-22,paid-social,linkedin,ww_consider_download_li_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,4.2,4.7,0
2023-09-22,paid-social,linkedin,emea-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-09-22,paid-search,google,nam-t1_acq_searchbrand_google_search_Broad--__all,1.4,1.4,0
2023-09-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,3.3,0,0
2023-09-22,in-app,in-app,ww_aware_webinar_inapp__all-peocarousel-webinar_ghpeo_all,0,0,0
2023-09-22,paid-social,linkedin,emea-t2_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-09-22,paid-search,google,africa-t2_acq_searchbrand_google_search_broad--__all,1.6,0,0
2023-09-22,paid-content-syndication,demand-works,ww_engage_download_demandworks_consynd_gen-intlhiringguide-oct23_gh_all,0,0,0
2023-09-21,paid-social,linkedin,ww_consider_download_li_extleadform_IntlHiringGuide--_gh_all,0,0,0
2023-09-21,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_general--_all_all,2.7,0,0
2023-09-21,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,6.3,4.3,0
2023-09-21,paid-search,google,apac-t2-kr_acq_searchbrand_google_search_all-kr-__all,0.2,0,0
2023-09-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.3,1.7,0
2023-09-21,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-09-21,paid,linkedin,,1.1,1,0
2023-09-21,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-21,display,google,nam-t1_consider_download_google_dis_general-reengage-discovery__all,0,0,0
2023-09-21,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-09-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_payroll-capterra-_gp_all,3.1,0,0
2023-09-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,1.8,1.5,0
2023-09-21,Webinar,webinar,,0,0,0
2023-09-21,paid-search,google,deel,1.5,1.9,0.9
2023-09-21,email,hs_email,ww_aware_oneoff_hsemail_deelnewsletter_prospect--prospectnewslettersmbseptember2023_all_smb,0,0,0
2023-09-21,paid-search,google,emea-t1b-pt_acq_searchbrand_google_search_all-pt-__all,1.3,1.1,0
2023-09-21,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_contractors--_ghic_all,2,2.3,0
2023-09-21,social,linkedin,,2.3,0,0
2023-09-21,referral,app.deel.com,,0.3,0,0
2023-09-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_Mobility--_gmobil_all,0,0,0
2023-09-21,paid-search,google,africa-t1_acq_searchnonbranded_google_search_general--_all_all,0,0,0
2023-09-21,email,hs_automation,,0.6,0,0
2023-09-21,cpc,google,,0,0,0
2023-09-21,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,6.3,8.5,0
2023-09-21,email,sendgrid.com,website,13.3,47.4,43.3
2023-09-21,paid-social,linkedin,emea-t1a_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-21,paid-search,google,africa-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-09-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_employeemgmt-pmp-__all,0,0,0
2023-09-21,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_eor--_gheor_all,1.7,0,0
2023-09-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,2,0,0
2023-09-21,pdf,gated_assets,ww_consider_download_gated_guide_--globalpayrollcompliancechecklist_gp_all,0,0,0
2023-09-21,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-09-21,sponsored-newsletter,hrdive,ww_engage_download_hrdive_sponnewsletter_gen-intlhiringguide-sept23_gh_all,0,0,0
2023-09-21,partner,partner,latam-t2_consider_traffic_partner__manatech-miami-082023_gh_lowsmb,0.7,0,0
2023-09-21,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_hris--_hr_all,3.3,0,0
2023-09-21,paid-search,bing,apac-t1_acq_searchbrand_bing_search_exact--__all,1.5,1.4,0
2023-09-21,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,1.4,0,0
2023-09-21,paid-search,google,apac-t2_acq_searchnonbranded_google_search_eor--_gheor_all,1.8,0,0
2023-09-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,1.3,0.9,0
2023-09-21,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-09-21,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,1.6,1.3,0
2023-09-21,social,twitter,,0,0,0
2023-09-21,in-app,in-app,ww_aware_webinar_inapp__all-peocarousel-webinar_ghpeo_all,1.3,2.1,5.4
2023-09-21,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,2.6,0,0
2023-09-21,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-09-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrmgmt-pmp-coretasks__all,1.5,0,0
2023-09-21,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_eor--_gheor_all,1.7,0,0
2023-09-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,6,0,0
2023-09-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,1.7,0,0
2023-09-21,paid-search,bing,nam-t1_acq_searchnonbranded_bing_search_countryhire--_gh_all,0,0,0
2023-09-21,paid-search,google,latam-t1-mx_acq_searchbrand_google_search_all-es-__all,1.6,3.4,0
2023-09-21,in-app,in-app,ww_acq_prosp_inapp__defaultcamp--__all,2,5.2,2.9
2023-09-21,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,1.9,2.6,0
2023-09-21,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,3.3,3.3,0
2023-09-21,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
